Product_id,categories,sub_categories,Product Name,Price,Image
10914,Mobiles,samsung,"Galaxy A23 5G, Light Blue (8GB, 128GB Storage) with Offer",23999.0,https://www.amazon.in/images/I/81EtFZ6GA1L._AC_UY218_.jpg
10915,Mobiles,samsung,"Galaxy S20 FE 5G (Cloud Mint, 8GB RAM, 128GB Storage)",34999.0,https://www.amazon.in/images/I/812yohjGZ2L._AC_UY218_.jpg
10916,Mobiles,samsung,"Galaxy A04e (Copper, 4GB, 128GB Storage) | 13 MP Rear Camera| Face Unlock | Upto 8GB RAM with RAM Plus | MediaTek Helio P35 | 5000 mAh Battery",11499.0,https://www.amazon.in/images/I/81HjL17oavL._AC_UY218_.jpg
10917,Mobiles,samsung,"Spigen Essential Wireless Charger for iPhone 14/13/12/11/X.8 Series,",999.0,https://www.amazon.in/images/I/61e4Ec6tpiL._AC_UL640_QL65_.jpg
10918,Tvs,samsungTV,Redmi 80 cm (32 inches) HD Ready Smart LED Fire,10499.0,https://www.amazon.in/images/I/819Lw2PE8tL._AC_UY218_.jpg
10919,Tvs,samsungTV,Acer 139 cm (55 inches) Advanced I Series 4K Ultra HD Smart LED Google,34999.0,https://www.amazon.in/images/I/71kQUbJU9cL._AC_UY218_.jpg
10920,Tvs,samsungTV,80 cm (32 Inches) Wondertainment Series HD Ready LED Smart,12990.0,https://www.amazon.in/images/I/71a4ZQNqTiL._AC_UY218_.jpg
10921,Tvs,samsungTV,108 cm (43 inches) Crystal iSmart 4K Ultra HD Smart LED,29990.0,https://www.amazon.in/images/I/81+JXgPUDLL._AC_UY218_.jpg
10922,Tvs,samsungTV,138 cm (55 inches) Crystal iSmart 4K Ultra HD Smart LED,44990.0,https://www.amazon.in/images/I/81+JXgPUDLL._AC_UY218_.jpg
10923,Tvs,samsungTV,Fire,2799.0,https://www.amazon.in/images/I/51lX5oZbtQL._AC_UL640_QL65_.jpg
10924,Tvs,samsungTV,108 cm (43 inches) Crystal 4K Neo Series Ultra HD Smart LED,29990.0,https://www.amazon.in/images/I/71B7sRIydwL._AC_UY218_.jpg
10925,Tvs,samsungTV,138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED,44990.0,https://www.amazon.in/images/I/71RhIMc2TBL._AC_UY218_.jpg
10926,Tvs,samsungTV,138 cm (55 inches) Crystal 4K Series Ultra HD Smart LED,43990.0,https://www.amazon.in/images/I/61sPE6CnkVL._AC_UY218_.jpg
10927,Tvs,samsungTV,138 cm (55 inches) 4K Ultra HD Smart QLED,65990.0,https://www.amazon.in/images/I/8153wOcQNML._AC_UY218_.jpg
10928,Tvs,samsungTV,80 cm (32 inches) HD Ready Smart LED,16990.0,https://www.amazon.in/images/I/91fbQwHug5L._AC_UY218_.jpg
10929,Tvs,samsungTV,TCL 101 cm (40 inches) Bezel-Less S Series Full HD Smart Android LED,17990.0,https://www.amazon.in/images/I/71tclO9I-rL._AC_UY218_.jpg
10930,Tvs,samsungTV,Xiaomi 108 cm (43 inches) X Series 4K Ultra HD Smart Android LED,25999.0,https://www.amazon.in/images/I/81UrmQEhSuL._AC_UY218_.jpg
10931,Tvs,samsungTV,125 cm (50 inches) Crystal iSmart 4K Ultra HD Smart LED,43990.0,https://www.amazon.in/images/I/81+JXgPUDLL._AC_UY218_.jpg
10932,Tvs,samsungTV,163 cm (65 inches) Crystal iSmart 4K Ultra HD Smart LED,67990.0,https://www.amazon.in/images/I/81+JXgPUDLL._AC_UY218_.jpg
10933,Tvs,samsungTV,138 cm (55 inches) 4K Ultra HD Smart LED,64990.0,https://www.amazon.in/images/I/81pD9JuPrLL._AC_UY218_.jpg
10934,Tvs,samsungTV,108 cm (43 inches) Wondertainment Series Full HD Smart LED,28990.0,https://www.amazon.in/images/I/71VaWF2QQ4L._AC_UY218_.jpg
10935,Tvs,samsungTV,138 cm (55 inches) The Frame Series 4K Ultra HD Smart QLED,75990.0,https://www.amazon.in/images/I/81V+s2BBy3L._AC_UY218_.jpg
10936,Tvs,samsungTV,138 cm (55 inches) The Frame Series 4K Smart QLED,86700.0,https://www.amazon.in/images/I/91Fag2ehZPL._AC_UY218_.jpg
10937,Tvs,samsungTV,138 cm (55 inches) 4K Ultra HD Smart QLED,79990.0,https://www.amazon.in/images/I/81dWRDhhDbL._AC_UY218_.jpg
